index,name,score,dtm,text,app_name,text_length
28460,dodo Hola,3 顆星,2022年4月19日,我能問問，我以前line pay(一卡通)綁定郵局帳戶，都能正常刷超商，但自從我申辦了linebank，卻都不能刷過去，連直接用卡刷卡也會說錯誤，使用金融信用卡的一卡通才正常，導致我現在都不敢用電子支付了，因為每次用都是失敗失敗失敗,LINE Bank,116
14926,Steve Hu,1 顆星,2022年2月11日,客服人員就一直說檢查網路，重新開機，重新安裝，聯繫客服。您怎麼不把版本改好，您看看這麼多使用者的評論。還有使用者說舊版本很好用，是的，我也這麼認為，我們安裝手機銀行軟體不是為了玩啊！是要處理帳務問題啊！你們怎麼這麼不負責任啊！都多久時間的不能用了！,元大銀行 Yuanta Commercial Bank,124
27961,meow BK,1 顆星,2023年10月23日,突然不會跳出帳通知了 請解決 原本是會的 這陣子都沒跳 只有很困擾 手機設定那邊的通知允許直接不見了 完全沒辦法勾允許通知,LINE Bank,61
15699,陳文成,1 顆星,2022年3月5日,什麼爛程式轉了一小時還在轉，第一銀行評估區一堆負評的你們都沒有看到嗎,第一銀行 第e行動,34
10568,Raymond Lo,1 顆星,2023年7月15日,被要求憑證更新，但又無法更新，一直無法登入,富邦行動銀行,21
17057,生物兵器,1 顆星,2023年2月3日,要我“確定升級” 結果沒有選項 這到底是什麼垃圾app？搞人心態？？,永豐行動銀行,34
11186,林迦豪,1 顆星,2023年7月14日,不懂欸，什麼憑證已更新然後把我帶到商店，商店裡又只有開啟沒有更新，什麼鬼阿,富邦行動銀行,37
4060,Yi Ping Lu,1 顆星,2022年1月5日,Loading 常常很久 這個基本的可以改善嗎？,國泰世華網路銀行CUBE,24
5212,範範,2 顆星,2023年7月31日,這幾天登入都要輸入帳號密碼 非常不方便 後來重新安裝APP 登入後全部的設定要重新啟動 收了一堆簡訊代碼 非常浪費時間 希望明天登入不要再出錯了,中國信託行動銀行 Home Bank,72
14125,蘇奕瑋,1 顆星,2024年3月11日,換另一個裝置，下載app之後就無法開啟 點桌面app ，一直閃出....,元大銀行 Yuanta Commercial Bank,36
5192,楊子逸,3 顆星,2023年8月4日,為什麼註記不能預設開啟了？常常忘記開，導致對方看不到備註。建議要有選項設定預設開啟或關閉顯示於雙方明細,中國信託行動銀行 Home Bank,51
17058,蔡秋宏,1 顆星,2023年2月3日,手機轉帳不是可以留資金用途給對方嗎？為什麼對方刷簿子不會顯示呢？,永豐行動銀行,32
21259,BS W,3 顆星,2022年2月19日,最近（大概一兩週）指紋或人臉辨識都會C102錯誤無法登入！,玉山行動銀行,29
27211,baohuey jeng,1 顆星,2023年10月17日,不能圖形登入真是垃圾一個，還敢叫人給你五星笑死,新光銀行,23
22224,無言,1 顆星,2022年1月26日,綁定五倍券的台灣Pay 結果現在付款碼的條碼顯示不出來,合作金庫銀行,27
24383,Daphne Wong,1 顆星,2022年1月5日,台新app介面也改太白，以前顏色配置不會太白不會讓人無所適從，現在太白搞的自己都要確定一下現在在哪，也不是說空間變大可閱讀區變多，留空很好但太多讓人無所適從,台新銀行行動銀行,78
6355,謝忻,1 顆星,2022年10月20日,中華電信費都無法繳交，永遠都只會轉圈然後跳錯誤訊息。（請不要說是中華電信網路壅塞，因為其他銀行的APP都可正常繳交......）,中國信託行動銀行 Home Bank,64
30555,Chih Ting Liu,5 顆星,2022年4月8日,加入樂天銀行填推薦序號，馬上拿200元還有新戶優惠！ (開戶時填入推薦序號：2ZF0IQ) 開戶速度蠻不錯的，希望可以快點新增更多好用的功能，例如簽帳金融卡等等，讓帳戶更有用處。,樂天國際商業銀行,89
1355,黃柏元,4 顆星,2023年3月20日,Realme x3 會有通知無法跳出的問題,國泰世華網路銀行CUBE,21
29439,王子翰,1 顆星,2023年3月23日,證件辨識太爛，拍半天就只會跟我說證件不符...,將來銀行 NEXT BANK,23
20363,GUANG HUI LU,1 顆星,2023年2月24日,玉山銀行的e.Fingo點數上次到期點數200點都沒有提醒就這樣沒了…,玉山行動銀行,35
13474,林小玉,1 顆星,2023年2月4日,登入會無法正常登入或開立定存單 出現代號 FIDO-25012 NMB-C1004,兆豐銀行,41
26565,Kelly L,1 顆星,2021年11月19日,更新後，要求關閉懸浮視窗功能什麼的 但我的手及設定裡面 針對此app就沒這個功能 搞得我非常的麻煩！ 請告訴我 要如何查款、繳費！！ 打電話至客服 也無解 去手機門市也無解 為了資安造成用戶不便,Richart,97
27881,Shizumu靜,5 顆星,2024年2月6日,太好用了 畫面簡潔乾淨俐落 功能也是能憑直覺找到 100婚,LINE Bank,29
22331,十元,2 顆星,2021年8月7日,沒有跟Line連接，可以接收出帳入帳通知，別家都有，你們可以推出這樣的功能嗎？,合作金庫銀行,39
24442,陳世雄,1 顆星,2021年12月21日,妳們的app是不是有問題 為什麼改過密碼後一直沒有辦法登入,台新銀行行動銀行,29
26250,龍俞帆,5 顆星,2022年2月22日,感謝客服中心的回覆讓我找到圖形解鎖快速登入，這樣登入方式真的方便許多，也會讓我喜歡使用這款App，感謝妳們！,Richart,54
7044,老王,1 顆星,2022年6月18日,顯示要更新但進入後卡死完全不動，重複很多次了，好幾天無法使用,中國信託行動銀行 Home Bank,30
17555,clin955 Dd,2 顆星,2021年11月25日,已經一直更新整天了，畫面一直轉圈圈是怎樣？,永豐行動銀行,21
5447,Chung shiang Sung,1 顆星,2023年5月31日,帳號密碼驗證根本有問題，什麼事情都不能辦，搞半天還只能臨櫃處理，有夠爛的系統，國泰的App就都沒這種問題,中國信託行動銀行 Home Bank,52
21487,lan lan,1 顆星,2021年11月24日,為什麼更新後不給使用指紋快速登入了？ 更新只給用圖形密碼，整個app變的不流暢，玉山真的曇花一現，別怪牆倒眾人推,玉山行動銀行,56
30953,wenhe Chien,1 顆星,2022年10月13日,為何更新過後，登錄網銀時都會出現[使用者網路聯線異常 268897],臺灣銀行-網路銀行隨身版,34
10374,沈韋呈,1 顆星,2023年7月15日,突然顯示有更新但完全點不進去APP，直接進入一個死迴圈，真的很爛....,富邦行動銀行,36
17399,奧奧克拉荷馬,1 顆星,2022年3月22日,一直說什麼app不是官方授權的，靠背我用了十年了現在跟我說不是官方授權的app??,永豐行動銀行,41
13832,小孟,2 顆星,2021年10月31日,請問為什麼突然無法使用信用卡帳單功能，非常困擾！！,兆豐銀行,25
7031,Jase TW Lee CC.,5 顆星,2022年6月19日,更新後，流暢很多。但首頁可以再加強。分當下總收入及總支出的餅示圖或T表。,中國信託行動銀行 Home Bank,36
4533,峻輝游,1 顆星,2024年1月31日,很差，每次登入都需要記住密碼，然後一段時間就會變成密碼錯誤，無法登入,中國信託行動銀行 Home Bank,34
21436,J Dm,1 顆星,2021年12月20日,今天更新，重新要綁定手機，怎麼不是簡訊？改成沒看過的號碼打過來要語音登入密碼？難得不知道現在大家都會擋陌生來電嗎？還限制次數不給通過！？打回去還空號？是要等著個資外洩嗎？還是等著被盜被駭？,玉山行動銀行,94
10944,哈姆太郎,3 顆星,2023年7月14日,提醒更新後才能用 但App根本無法更新也無法開啟 解除重新下載也不行,富邦行動銀行,34
17546,林淑珍,1 顆星,2021年11月27日,系統要求更新 但從昨天開始更新到現在都一直轉圈圈餒 始終無法更新行動網頁版 該怎麼辦啊~,永豐行動銀行,44
3551,Holly Wei,1 顆星,2022年3月10日,為何被要求更新完成後，app就再也無法開啟了？,國泰世華網路銀行CUBE,23
28040,Bo ren Wei,1 顆星,2023年7月19日,聽聞是個便利的App，結果開戶系統直接卡在填寫密碼。輸入文字亂跳、設置密碼中的“再次確認密碼”無法變更大小寫，那麼請問設定大小寫意義在那?你系統不讓我改成大寫啊…,LINE Bank,81
23482,劉康華,3 顆星,2023年3月8日,在轉帳的 輸入密碼與指紋辨識上 完全沒有反應 怎麼點就是點不到 這問題很大 請修正,台新銀行行動銀行,41
152,SOQ,1 顆星,2024年2月25日,改版後vivo閃退無法登入，為了增加那些花裡胡哨的功能，不如讓系統穩定，請快叫工程人員解決，改進前大家改投其他銀行服務,國泰世華網路銀行CUBE,59
22810,美玲,1 顆星,2023年4月5日,新系統卡卡的，又找不到最近欲繳款明細……可以麻煩設定能讓使用者更便捷、清楚各項內容明細。謝謝~,凱基銀行,47
6265,Wan,3 顆星,2022年11月9日,今天上去看餘額變成只剩一列 以前應該都會有兩列啊,中國信託行動銀行 Home Bank,24
10302,靜靜（小靜）,1 顆星,2023年7月15日,App一直提示更新，但是就沒有更新的選項，先在都卡住不能用，可以趕快絕決嗎？,富邦行動銀行,38
14496,林成章,1 顆星,2022年10月16日,之前用都好順，最近一兩個月都一直卡在100趴，然後卸載重安裝後又只能登入一次，第二次又卡在100趴，又要卸載重安裝，網銀是趨勢也是未來，元大之前建立起很好的使用者體驗，都毀了，真的很可惜，希望能好好改進。,元大銀行 Yuanta Commercial Bank,102
417,郭ㄈ詠赫,1 顆星,2023年12月25日,vivo台版x90跟x100都會閃退，沒辦法用。所有銀行app只有國泰會這樣，真正爛,國泰世華網路銀行CUBE,42
29321,Mㄇㄩ,5 顆星,2023年9月28日,推薦碼：9JBCY 你我各賺幾百點，一點1元謝謝 還有誰遇到開戶還送錢的:P,將來銀行 NEXT BANK,38
22453,洪Sandra,1 顆星,2021年3月5日,帳戶有金額異動不會主動提示，常常登入時都要等待更新，APP需要好好加強。 申請數位帳戶辦金融卡有臨櫃和代領選項，怎麼按二者都無法選，等於是要強迫臨櫃，那辦數位還要臨櫃有意義嗎,合作金庫銀行,87
18267,艾瑞克,5 顆星,2023年12月28日,希望能增加台幣活存轉定存選項，不然還需登入網銀辦理。12/29發現已可由app直接轉定存了，更改滿分五星，太棒了,華南銀行+,56
19645,王阿丸,3 顆星,2023年10月19日,現在預約轉帳為什麼要看當下的存款，我預約時間到前帳戶有錢就好了不是嗎？,玉山行動銀行,35
3370,李雅靜,1 顆星,2022年4月5日,怎麼會無法登錄，現在到底是什麼狀況。客服電話也無法接通，真是讓存戶不安心。,國泰世華網路銀行CUBE,37
21822,Gabrielle,1 顆星,2023年10月13日,最爛銀行沒有之一，網銀錢居然轉不出來…哇操?跑臨櫃開通網銀轉帳，結果回家又發現OTP驗證碼不能用???…搞大半天，結果用台灣Pay，3秒就轉帳成功了???「合作金庫銀行APP」根本完全毫無用處。可以刪了，好嗎。 爛死了，不能網銀轉帳，還要臨櫃辦理，現在誰轉帳還在用ATM告訴我？？？？？ 申請數位銀行還一直說手機號碼不符，本人手機號碼根本從來沒換過，難道開戶時候櫃員沒跟我留手機嗎？？？？？？？？？？？？！！！！！！！！！！,合作金庫銀行,212
25230,winne hu,1 顆星,2023年8月8日,點通知出現明細 但就卡在明細畫面出不去 只好直接關掉再重開 畫面也沒有以前簡單明瞭 也許功能變多了 但是用得不太習慣 不好用 連評論都送不出去，要點五星才送的出去。。。無語耶,Richart,87
7275,黑暗大偉誠（黑暗大偉誠）,1 顆星,2022年5月10日,Qrcode掃描登入畫質會自動變超爛 根本不能用 不知道在幹嘛,中國信託行動銀行 Home Bank,31
14268,PL Kuo,1 顆星,2023年6月4日,常常在開啟app時被跳出的廣告影響，無法順利開啟。,元大銀行 Yuanta Commercial Bank,25
2844,張維任,1 顆星,2022年7月6日,為什麼我都已經設定好外幣到價通知了，為什麼已經低了卻沒通知，還要我自己看？？？到價沒通知就算了，還給我通知一堆廣告？？？到價通知開啟是通知廣告的是嗎？？？那請問是不是我開啟廣告才會有到價通知？？？到價通知根本設定心酸的,國泰世華網路銀行CUBE,109
182,Wan,1 顆星,2024年2月18日,改版後原本的轉帳帳號一直無法重設，還得重新人臉辨識加交易驗證碼，真的很難用,國泰世華網路銀行CUBE,37
19073,銘,1 顆星,2024年3月31日,App又是更新完超難用，查個美元交易紀錄查不出來，越改越退步,玉山行動銀行,30
21883,Tim Yu,2 顆星,2023年6月12日,就你們家最難用，下載存摺封面，還要限定數位帳戶…2023年了，跟上時代好嗎！,合作金庫銀行,38
24704,彼岸花,3 顆星,2024年1月21日,之前在使用app時心境就如同頁面中清晰金融商品讓人頭腦條理思快與此同時許多合乎自己期待並且能夠展望理想的金融商品不知不覺中手裡已經作了好幾項了，最重要的是精神上依舊感到精神奕奕，為此也就能深度再為理財規劃佈署設定期望性時間目標。故此Richar的應用程式，頁面資訊還有長足可道，而未來有汪：,Richart,145
17397,Bill Hsiao,1 顆星,2022年3月22日,明明是在Google Play下載的但是系統一直說不是不給開啟，移除重新安裝仍然說不是現在是要我放棄不要用嗎？,永豐行動銀行,55
29815,NELSON TSAI,1 顆星,2022年6月22日,還有很多改善空間，活存口袋應該要能自行增加或刪除才是,將來銀行 NEXT BANK,26
22291,Miffy Lee,1 顆星,2021年9月2日,到底在幹嘛？明明帳號密碼就是正確的，卻一直顯示資料不正確，（到底是哪裡不正確😡😡🤬🤬）如果更新之後會這樣就不要強迫用戶更新......爛死了！,合作金庫銀行,71
28165,哇哈哈礦泉水,1 顆星,2023年2月2日,轉貸的條件不好的，不用浪費聯徵次數申請了，核貸金額可能不高且利率很高8%多了！,LINE Bank,39
23365,39,3 顆星,2023年6月13日,生物辨識 圖形突然全都不能用 拜託每次要轉個帳 還要輸入一對帳密 很麻煩 趕快修好嗎…,台新銀行行動銀行,43
26744,林靖晏,1 顆星,2024年1月6日,更新多久了，打不開就是打不開， 一直顯示已更變設定、到底是更變什麼東西,新光銀行,35
10404,蔡妙娟,1 顆星,2023年7月15日,明明已經更新樂，還一直要我更新憑證，到底是怎麼了,富邦行動銀行,24
23247,Dr.旗艦店（達特專業車體鍍膜）,1 顆星,2023年12月12日,真的用過銀行介最難用的APP，連行員都找不出最基本的收款條碼功能在哪，搜尋功能根本是半殘.......要不要用中信的看看多方便介面簡單，容易😑😑,台新銀行行動銀行,72
15207,maelle Lin,1 顆星,2024年1月30日,很想給它0分，但沒這選項。開戶說是數位化，但無法1個人單獨操作完成，中間過程一定會卡住，都需專人講解。開卡也是卡卡的。算是全台灣最不好操作的開卡。因為公司選這家銀行，迫於無耐才選擇這種過程極為繁瑣的銀行。,第一銀行 第e行動,102
28691,YU-SHU CHEN,1 顆星,2021年12月18日,一個令客戶生氣的APP，千萬別再害人了。忘記密碼選項一步一步走到最後是空白頁；裝置驗證等30分鐘還是一個logo，給一顆星好像太多了…,LINE Bank,67
28647,許Kiki,3 顆星,2022年1月17日,"此卡無法綁定在samsung pay,希望能開放使用起來才方便",LINE Bank,31
25178,黃登良,1 顆星,2023年8月11日,要開戶上傳證件照片，要開啟相機權限，結果已經開了權限，app一直跳針說要開啟權限，一直不斷循環，所以只能卡著？不能上傳證件？,Richart,62
10483,Chen Bill,4 顆星,2023年7月15日,為什麼點入APP後一直出現行動銀行已憑證已变更請更新畫面，但按更新卻無法完成且無法使用。,富邦行動銀行,44
6246,Chiheng Tseng,4 顆星,2022年11月11日,你們銀行服務是挺好的，就是信用卡客服不太ok，該請人就請多一點好嗎，常常等很久！,中國信託行動銀行 Home Bank,40
9503,yueyan chi,1 顆星,2023年12月21日,信用卡電子帳單改成不附PDF，要自己下載，真是太麻煩了😐 別人是愈來愈便民，從下載變成隨信附上PDF，富邦是反其道而行🙂,富邦行動銀行,60
15008,氷室Raikou,2 顆星,2021年12月12日,請問你們繳水費掃條碼那個反人類設計可以改一下嗎？就不能直覺一點 畫面硬要直拿轉90度橫拿轉180度 掃描範圍又小 到底是是在整誰？ 明明瓦斯費掃描就做得很好 可以直接掃到三條碼 掃描也直覺 就水費在那邊噁心人,元大銀行 Yuanta Commercial Bank,104
956,陳東其,1 顆星,2023年7月11日,實在真的是一個非常難用的APP，無法人臉辨識，也無法客服視訊，一直不能登錄,國泰世華網路銀行CUBE,37
21855,Yijing,1 顆星,2023年8月18日,該更新更新該卸載也卸載結果還是什麼都不能用！不能轉帳不能台灣pay，到底辦合庫來做什麼…,合作金庫銀行,44
17317,Chen wen,1 顆星,2022年6月30日,建議大戶app可以撤走了，保留永豐行動銀行app就行。大戶的（更多）選項及（登出）選項都直接不見。這麼多天了都還沒修改更新完成。 明明原本就同個app就好，硬是要切割出來。,永豐行動銀行,86
13394,JH C,1 顆星,2023年7月30日,開啟app 跟 捷徑開啟支付真的慢到可以 還一直開啟失敗 然後後面就尷尬的大排長龍 就不能設定一打開就進入生物辨識畫面嗎？慢就算了還要手動再按一次 搞人嗎,兆豐銀行,77
19626,阿森,5 顆星,2023年10月22日,感謝回覆，已更新評分為5星，但認為應該將 圖型解鎖方式 與生物辨識分離，有些人不喜歡使用圖形解鎖，自然剛開始就會認為沒生物辨識,玉山行動銀行,63
23350,林阿展,3 顆星,2023年7月3日,生物辨識最近一直出現錯誤，而且已經更新到最新版本，現在只能輸入密碼，麻煩協助改善，謝謝！,台新銀行行動銀行,44
16021,顏婕容,1 顆星,2021年10月7日,第一次使用轉帳結果按確定後卻跟我說連線微服務異常== 重試過還是一樣，這觀感可能不行喔,第一銀行 第e行動,43
10675,EMMA,5 顆星,2023年7月15日,無法登入網站啊！ 一直出現新版本憑證需更新！ 問題是沒有地方可以提供更新啊！😡,富邦行動銀行,39
26416,陳世承,3 顆星,2022年1月1日,我有解了利率的任務，所以我的利率是1.2% 但是萬用罐的利率卻還是0.04% .... 請問這是顯示的錯誤...？ 還是....？,Richart,65
24437,雷,1 顆星,2021年12月23日,我的金額明明還沒到，但約定轉帳一直顯示逾上限金額？？,台新銀行行動銀行,26
24249,何秋田,1 顆星,2022年1月15日,該死的更新，卡死在97%完全不動30分！！,台新銀行行動銀行,21
15541,林上智,3 顆星,2022年8月5日,如果沒出問題真的很好用，但是每次半年都會遇到閃退，根本打不開，重新安裝也沒辦法，重開機也沒辦法，人家其他銀行都沒有這樣的問題，是不是你們的電算中心主管該換人了,第一銀行 第e行動,79
20516,張靜,1 顆星,2022年10月3日,為何更新後、頁面連打開都打不開是要叫人如何，當下要轉帳才知道更新後出問題，真的很爛 還要拜託別人先幫忙轉，到今天頁面仍然打不開,玉山行動銀行,63
1929,喵小糖,5 顆星,2022年12月2日,聽說koko要與cube app合併了，希望koko的“好友收付款”功能，可以延續到cube。 還有查詢目前免費跨轉，跨提剩餘次數，現在非常不直覺，希望可以和koko一樣，直接在app首頁以及轉帳頁面的下方顯示，以上謝謝,國泰世華網路銀行CUBE,110
28817,鄭伊宏,1 顆星,2023年12月1日,你們帳單、貸款啥都想綁APP，但問題是APP很難用阿，要註冊都擋？手機接受密碼？還要預設瀏覽器？ 貸款推銷也不會講解怎樣使用APP… 光講要用要用、就登入不了阿，你們要不要先做好品管、先把流程順好，再來推啊，這樣貸款業務推的動嗎？我APP下載大半年了就從沒登入過… 還貸款？怪客戶是比較簡單啦… 都延誤大半年不是嗎，要不好好成立個品管部門、問題解決部門，我幫你們管，業務才好推動…,DBS digibank TW 星展行動銀行,190
15087,黃dacome,1 顆星,2021年11月23日,"請問這是什麼爛app, 為什麼沒辦法開啟？",元大銀行 Yuanta Commercial Bank,21
26336,土豆峻,4 顆星,2022年1月18日,可惜活存優惠變的更麻煩，美元不能扣保費。那誰要放5萬台幣的美元？還不如5萬台幣的日圓有用。一銀至少是12萬無條件1.2趴現在只用來扣gogo卡信用卡款加油吧！,Richart,79
9424,moonjuice moon,1 顆星,2024年1月19日,升級到android 14後，無法下載 lucky pay的 qr ode,富邦行動銀行,37
25483,陳瑨恩,5 顆星,2023年5月9日,很好用 我的第一個網路銀行 每個月有五次的跨行轉帳跟跨行提款真的很方便,Richart,35
25423,鄭明義,1 顆星,2023年6月14日,太蠢了 強迫升級app更新後 就完全進不去 嘗試用忘記密碼 打身分證跟手機 結果回我沒有註冊 什麼鬼啊 銀行的app這種水準 真是讓人無言以對,Richart,71
9959,Li-ya Chen,1 顆星,2023年8月27日,"用北富銀和台灣大,都是富邦產業，三天兩頭收不到認證簡訊，也不能改發email，無法轉帳。",富邦行動銀行,44
15737,Chi A,5 顆星,2022年3月2日,希望能趕快趕上其他銀行穩定度，起步慢些無妨，但安全第一，加油😀,第一銀行 第e行動,31
23230,蔣光淋,3 顆星,2023年12月27日,這兩天一直無法更新，就一直轉圈圈、等待中，到底是怎樣啦。,台新銀行行動銀行,28
11451,柏樺陳,1 顆星,2023年5月10日,辦的卡有問題打客服要等30分以上，不知要辦來氣自己，服務差條件多,富邦行動銀行,32
2347,周睿淳,1 顆星,2022年10月2日,更新過後什麼都當，什麼都不能按，到底要人怎麼使用，是在搞笑？越改越爛越改越複雜，到底是要便利性還是考驗人的耐性阿，可惜沒有0星可以使用,國泰世華網路銀行CUBE,67
6808,lian 0,2 顆星,2022年7月28日,"我只想要使用主要的銀行功能,而不是要看一堆廣告和推廣相關新聞😓😓😓",中國信託行動銀行 Home Bank,33
28208,Sun Wang,1 顆星,2022年11月21日,自己APP有問題，就「亂封鎖」帳戶！什麼時候輸入錯誤密碼5次了？問客服也答不出來，還好我1塊錢都沒存！,LINE Bank,51
5859,游耀輝,1 顆星,2023年2月13日,當初出生年月都是亂填的所以我現在忘記怎麼辦,中國信託行動銀行 Home Bank,21
18781,Tsai Tsai蔡蔡,2 顆星,2022年10月12日,申請完原本的轉帳功能為何還要跑銀行一趟再去開通，…………,華南銀行+,28
17739,楊弘瑋,1 顆星,2021年8月2日,驗證碼一直錯誤登不進去 7-11 萊爾富 全家也沒法補印 客服電超難找與打進 準備收客戶違約金300元就對了 刷130元找不到方法繳 加違約金300元 欸帳單寄來了 剪卡封存不會使用了 也懶得打去退卡（還要費時找客服）,永豐行動銀行,109
29988,loookloook LOOK,1 顆星,2022年4月7日,證件照相確認的按鈕，黑的跟背景色一樣看不出來還以為是當機，重開APP好幾次,將來銀行 NEXT BANK,37
18148,金小歡,1 顆星,2024年1月5日,從昨天晚上開始就一直卡在那個歡迎的畫面 沒有辦法跳出登入的畫面，用手機網路還是wifi 都沒辦法？？,華南銀行+,50
30891,高建華,1 顆星,2023年1月5日,連指紋登入都有問題耶，然後錢轉入了領走了完全沒有通知，系統一整個陽春到讓人不敢把錢放裡面，多學學其他銀行的app好嗎？比合庫還.....,臺灣銀行-網路銀行隨身版,68
26701,江修瑋,3 顆星,2024年3月14日,希望推播功能 可以改善 轉出。入金額推播直接顯示 出入多少金額 不然每次收到通知還要登錄app 看明細才能知道 非常麻煩,新光銀行,60
22222,陳柔安,1 顆星,2022年1月27日,為什麼我沒辦法在這裡看到轉帳給我的人的帳號？這樣我怎麼知道我的錢從哪裡來？其他像是中信或玉山都可以看到對方的轉帳帳戶，就你們不行，可不可以改一下，不然我還要用其他途徑查明是誰轉帳給我，真的很麻煩🙄,合作金庫銀行,98
22582,Yu me,1 顆星,2020年9月5日,臨櫃時職員推薦辦理 真的要用轉帳發現不能轉!!! 還要臨櫃申請 多跑一趟! 職前訓練要加強 SOP不完整 連確認客戶需求辦理設定都沒有 還有使用時跑的速度明顯比別間慢 要不是薪轉在這間 真的不想用,合作金庫銀行,98
29026,何啾啾,1 顆星,2023年7月14日,開app，連登入頁都還沒出現就會自動停止並關閉app。 手機:三星note 5 明明5/24也有網友登不進,DBS digibank TW 星展行動銀行,53
6470,SHAEFFER T,1 顆星,2022年9月28日,問題超多，打開要繳卡費就當機，已經三個多月了。刪除重裝，甚至換手機都一樣，已經被耽誤幾次沒繳到卡費，上半年前完全沒這樣的問題，真的超困擾，不用中信卡或帳戶應該是最快的解決方式,中國信託行動銀行 Home Bank,87
14974,冬眠的熊,1 顆星,2021年12月30日,這幾天都登不進去，一堆人都在找我轉帳，你們以為我時間多可以去櫃檯寫轉賬單嗎？有夠爛的系統，員工也爛,元大銀行 Yuanta Commercial Bank,49
14811,yao Yao,1 顆星,2022年4月3日,一直要升級又無法更新成功，跳出來的錯誤訊息還有錯字，一副就是兩光的三流軟體用到火大...,元大銀行 Yuanta Commercial Bank,44
4618,CHIEN CHIH CHEN,5 顆星,2024年1月7日,非常好用的軟體，值得推薦，值得我們使用之。,中國信託行動銀行 Home Bank,21
20349,帕里卡饓,1 顆星,2023年3月7日,"垃圾app, 不管是登入還是註冊一直身份認証失敗",玉山行動銀行,24
24838,晨風,3 顆星,2023年12月6日,從2023.10月起，轉帳的備註未出現。 10月有反應，11月也反映，說12月會改。 現在12月等到更新了，12月的確實有出現。 那消失的10月和11月，何時補回來???? 轉帳備註依然--(二條橫線),Richart,101
15383,Amile,1 顆星,2023年1月19日,App根本不能用 一直跳出確定的框框 按了還是無限跳出,第一銀行 第e行動,27
15064,陳柏仰,1 顆星,2021年12月3日,該繳費月份的帳單，但信箱遲遲沒收到11月份電子帳單，開啟app選擇補想印帳單月份，也沒有11月的。,元大銀行 Yuanta Commercial Bank,49
17353,kenji wu,5 顆星,2022年3月22日,偵測到app不是從官方授權商店下載？？ 不然你們的app還可以從哪邊下載？？ 可以趕快更新嗎？,永豐行動銀行,47
27645,Huang小恬,1 顆星,2022年9月26日,爛到爆炸，先是行動保鑣不能用，重新下載後才要重新設定，然後變成轉帳功能關掉了！！！！！還要去便利商店才能驗證！！尛為什麼不直接網頁用金融卡驗證就好！要驗證也沒詳細的寫清楚要怎麼做！讓白跑一趟！是覺得大家都很閒是嗎,新光銀行,106
9978,gill se78,3 顆星,2023年8月21日,刷卡金額能設一個已刷卡但店家未請款的明細嗎？只顯示店家已請款的部分，未請款的金額只能在line找，太麻煩了，可參考一下永豐的，它們的就會顯示,富邦行動銀行,70
20673,Ted Wang,1 顆星,2022年8月17日,不知為何一直跳出sc02錯誤無法登入，之前完全正常，而且放置不理移到其他app使用後，一段時間還會自動跳回，莫名其妙的是重試個五分鐘十分鐘還是會有一次可以登入，這是考驗耐心跟手機電力嗎？非常不便與擾人。,玉山行動銀行,101
22403,王俞閎,1 顆星,2021年5月5日,有沒搞錯啊！就是沒時間去銀行辦才會用這個軟體，想不到要用這個軟體還要先去銀行申請，有沒搞錯就不能直接在網路申請嗎,合作金庫銀行,56
10628,Albert Hsu,1 顆星,2023年7月15日,更新軟體後還是一直出現要更新畫面，這新版本有問題,富邦行動銀行,24
18497,徐will,1 顆星,2023年4月11日,你們app跑太慢了啦，哪有要進入等20分還在跑，扯,華南銀行+,25
3847,pojen0702 pojen,1 顆星,2022年2月1日,疫情爆爛改什麼人臉辨識個屁爛到爆難用爛app超級爛,國泰世華網路銀行CUBE,25
6547,黃佩宜,1 顆星,2022年9月18日,一天到晚都在更新，很煩➡️2018評論 可以不要三不五時都在更新嗎，越更新越難用➡️2022年,中國信託行動銀行 Home Bank,47
17216,劉昱德,1 顆星,2022年11月11日,程式難用又醜也就算了，線上消費問題一堆，打客服永遠忙線,永豐行動銀行,27
21473,李若嫣,1 顆星,2021年11月29日,同一則訊息推播通知為什麼都要發三條？覺得困擾😑 如果下次收到通知還這樣，我可能就考慮移除了,玉山行動銀行,45
14994,明日月,1 顆星,2021年12月20日,"請問你的app何時會修好？我只能用網路銀行 不能刪app,刪了我安不回，網銀完全不能用，一家銀行網銀這麼爛",元大銀行 Yuanta Commercial Bank,53
28258,Kenny C,1 顆星,2022年9月12日,差差差，辦一個轉貸，說三天，請問一下進件也快一個星期了！又碰到中秋節三天連假，到目前沒聲沒影，莫非貴公司只有兩三個人在作業，廣告打那麼大，結果咧？?該不會看了這篇文章後，不爽公司就不給過件了??人家玉山銀行接件第二天馬上連絡客人暸解貸款事宜，結果貴公司咧？真的等到可能要跳淡水河了！等不到是否要跳大海呢？果真唸完罵完!甘脆就不給過了!申請時間一等12天說什麼進件數量多~~只是就原有的貸款事項轉到貴銀行，如此而已，就不給過，早說嘛！,LINE Bank,216
20007,姚懿倫,1 顆星,2023年6月30日,常常崩毀欸，這到底怎麼刷分到這麼高評價的，其他家都不會這樣,玉山行動銀行,29
9037,陳世益,1 顆星,2022年1月8日,服務越來越爛，每次打電話進去，都忙線，半夜打進去，也客滿，裝笑欸，越來越越不想用你們家的,中國信託行動銀行 Home Bank,44
14888,Jing Chen,3 顆星,2022年2月28日,為什麼更新後，登入一直卡在讀取中……關掉重開還是一樣……,元大銀行 Yuanta Commercial Bank,28
