index,pred
18896,2 顆星
29917,3 顆星
28959,1 顆星
15357,1 顆星
21933,5 顆星
8723,5 顆星
17594,3 顆星
24421,1 顆星
12948,5 顆星
11078,1 顆星
25328,1 顆星
10862,1 顆星
28714,1 顆星
26373,1 顆星
25749,3 顆星
6807,2 顆星
20792,1 顆星
13415,3 顆星
6991,5 顆星
27103,5 顆星
25800,1 顆星
5866,1 顆星
31227,1 顆星
2096,1 顆星
13927,5 顆星
12188,5 顆星
718,5 顆星
23838,1 顆星
2408,4 顆星
18140,1 顆星
27840,1 顆星
3528,2 顆星
28236,1 顆星
14538,1 顆星
27966,3 顆星
14995,1 顆星
20861,1 顆星
21856,5 顆星
4636,2 顆星
28426,5 顆星
16931,1 顆星
7133,1 顆星
13429,1 顆星
29,2 顆星
12717,5 顆星
15942,4 顆星
4615,1 顆星
28901,3 顆星
5734,1 顆星
24472,1 顆星
4929,1 顆星
19374,1 顆星
3192,3 顆星
12260,2 顆星
2417,1 顆星
19130,5 顆星
27130,4 顆星
7053,1 顆星
14037,4 顆星
21869,5 顆星
30697,1 顆星
19945,2 顆星
25938,3 顆星
9917,2 顆星
10595,1 顆星
27767,1 顆星
12551,1 顆星
15927,1 顆星
2095,5 顆星
13162,3 顆星
26886,2 顆星
19214,5 顆星
12177,1 顆星
10521,1 顆星
7655,5 顆星
6730,1 顆星
10336,2 顆星
23772,1 顆星
27064,2 顆星
9753,1 顆星
19402,5 顆星
20697,4 顆星
7273,1 顆星
27918,5 顆星
12110,1 顆星
22966,1 顆星
13599,5 顆星
5022,1 顆星
21682,5 顆星
8034,1 顆星
1096,5 顆星
22848,1 顆星
10378,1 顆星
27281,2 顆星
16680,2 顆星
23142,2 顆星
9311,3 顆星
4142,2 顆星
14928,5 顆星
5989,5 顆星
3508,1 顆星
5505,2 顆星
1079,3 顆星
4343,5 顆星
24324,1 顆星
29423,1 顆星
17465,1 顆星
4312,1 顆星
5319,1 顆星
9933,1 顆星
25843,1 顆星
21523,1 顆星
3661,1 顆星
31333,2 顆星
31143,1 顆星
27779,1 顆星
3859,1 顆星
4706,1 顆星
19483,1 顆星
5688,3 顆星
21071,1 顆星
1368,3 顆星
518,1 顆星
9070,4 顆星
24696,5 顆星
5281,1 顆星
262,2 顆星
22302,4 顆星
17897,3 顆星
22482,4 顆星
6880,2 顆星
16608,5 顆星
14853,1 顆星
4145,2 顆星
18023,5 顆星
16811,5 顆星
11961,1 顆星
9718,1 顆星
30641,5 顆星
19253,1 顆星
14852,4 顆星
19545,2 顆星
27396,1 顆星
15985,1 顆星
4503,1 顆星
5131,5 顆星
10906,1 顆星
23275,1 顆星
20991,1 顆星
14302,1 顆星
20743,1 顆星
15477,2 顆星
1309,4 顆星
30133,1 顆星
23638,1 顆星
28392,2 顆星
15722,1 顆星
24660,1 顆星
10278,3 顆星
14692,4 顆星
27753,1 顆星
29012,2 顆星
20071,4 顆星
16405,2 顆星
28430,1 顆星
31186,4 顆星
20026,2 顆星
11076,1 顆星
19060,1 顆星
29689,5 顆星
29482,2 顆星
20534,1 顆星
21439,1 顆星
27890,1 顆星
11249,5 顆星
12784,2 顆星
6395,1 顆星
13217,5 顆星
27513,1 顆星
24432,1 顆星
30887,5 顆星
2474,4 顆星
25330,1 顆星
6531,2 顆星
1751,1 顆星
5220,5 顆星
29804,1 顆星
521,5 顆星
12407,1 顆星
7451,1 顆星
14276,3 顆星
17396,3 顆星
5533,3 顆星
12597,1 顆星
27457,5 顆星
27724,3 顆星
23089,2 顆星
15723,5 顆星
6974,1 顆星
21829,1 顆星
17928,3 顆星
5695,4 顆星
30152,3 顆星
7371,2 顆星
8653,5 顆星
19565,5 顆星
8729,1 顆星
28928,5 顆星
27810,2 顆星
4894,2 顆星
11104,1 顆星
28433,1 顆星
26316,4 顆星
4897,4 顆星
25104,5 顆星
16227,1 顆星
10368,1 顆星
550,4 顆星
22250,1 顆星
17861,3 顆星
1799,2 顆星
30860,4 顆星
17480,3 顆星
13713,1 顆星
4962,3 顆星
30964,3 顆星
19921,5 顆星
11014,1 顆星
28459,3 顆星
29336,1 顆星
29396,3 顆星
9213,1 顆星
10424,3 顆星
10983,5 顆星
5977,5 顆星
22207,1 顆星
21357,2 顆星
4362,1 顆星
8986,1 顆星
1609,2 顆星
15580,1 顆星
25853,2 顆星
514,1 顆星
23944,1 顆星
9824,5 顆星
12918,2 顆星
2559,1 顆星
21453,1 顆星
17403,1 顆星
2759,1 顆星
20970,5 顆星
18190,1 顆星
2629,3 顆星
14473,1 顆星
14367,1 顆星
14273,4 顆星
621,2 顆星
13249,1 顆星
18864,5 顆星
30286,4 顆星
3182,1 顆星
12844,2 顆星
16317,1 顆星
31200,5 顆星
16036,1 顆星
10497,1 顆星
14660,1 顆星
21423,1 顆星
17301,1 顆星
24538,5 顆星
2346,4 顆星
4364,3 顆星
4381,1 顆星
30008,1 顆星
20074,5 顆星
1264,3 顆星
21630,1 顆星
30562,1 顆星
6508,1 顆星
18744,1 顆星
6803,5 顆星
29568,1 顆星
19082,5 顆星
27186,1 顆星
8888,5 顆星
14734,1 顆星
880,1 顆星
18793,1 顆星
31444,2 顆星
18379,4 顆星
2977,5 顆星
29908,3 顆星
22336,4 顆星
25244,4 顆星
16839,2 顆星
6255,1 顆星
11142,1 顆星
18433,1 顆星
14801,1 顆星
12521,1 顆星
20354,5 顆星
25688,5 顆星
29426,1 顆星
20218,2 顆星
8027,2 顆星
15773,1 顆星
7578,1 顆星
10030,1 顆星
26793,1 顆星
5831,5 顆星
14245,5 顆星
23080,2 顆星
517,1 顆星
16590,1 顆星
25127,4 顆星
8734,1 顆星
20098,3 顆星
23764,1 顆星
22641,1 顆星
26566,1 顆星
2817,1 顆星
3572,5 顆星
29444,1 顆星
21283,1 顆星
12794,4 顆星
24588,5 顆星
14429,5 顆星
546,5 顆星
26792,3 顆星
26667,5 顆星
31407,5 顆星
22232,1 顆星
12300,1 顆星
10086,3 顆星
28858,2 顆星
9336,5 顆星
2147,2 顆星
16301,4 顆星
31459,2 顆星
9308,5 顆星
18658,4 顆星
24919,4 顆星
11103,3 顆星
19494,2 顆星
7778,1 顆星
30526,1 顆星
1511,5 顆星
10785,1 顆星
18010,1 顆星
30387,1 顆星
19661,1 顆星
19503,1 顆星
25132,1 顆星
10306,1 顆星
19162,5 顆星
29925,1 顆星
17284,2 顆星
3648,1 顆星
27857,5 顆星
25009,5 顆星
24186,3 顆星
21407,5 顆星
30971,1 顆星
20582,3 顆星
6558,2 顆星
28528,1 顆星
17193,2 顆星
17736,1 顆星
28634,4 顆星
3827,4 顆星
21924,4 顆星
27566,1 顆星
20038,1 顆星
1156,4 顆星
6924,1 顆星
4096,1 顆星
21876,4 顆星
12268,1 顆星
12501,5 顆星
26548,1 顆星
10774,1 顆星
28909,1 顆星
17313,5 顆星
31415,3 顆星
21410,1 顆星
25525,1 顆星
1416,1 顆星
15239,1 顆星
761,1 顆星
8633,1 顆星
23689,1 顆星
16718,4 顆星
3935,1 顆星
22833,1 顆星
7972,5 顆星
13520,1 顆星
2501,2 顆星
26036,1 顆星
3603,1 顆星
16805,5 顆星
29198,5 顆星
20554,5 顆星
23519,1 顆星
6852,5 顆星
23872,5 顆星
132,1 顆星
2737,1 顆星
11439,5 顆星
19975,2 顆星
14608,1 顆星
13697,4 顆星
9371,1 顆星
23706,1 顆星
12230,1 顆星
5980,1 顆星
23952,4 顆星
29348,1 顆星
17013,5 顆星
20860,1 顆星
22377,3 顆星
18438,1 顆星
25735,5 顆星
29323,1 顆星
22140,5 顆星
24436,5 顆星
30704,5 顆星
3397,2 顆星
24231,1 顆星
24598,4 顆星
7633,5 顆星
11378,1 顆星
17125,4 顆星
4495,5 顆星
3052,1 顆星
27098,5 顆星
30581,3 顆星
17454,3 顆星
26040,1 顆星
11813,5 顆星
15666,1 顆星
9443,2 顆星
9597,1 顆星
3327,1 顆星
29620,1 顆星
25753,2 顆星
9546,1 顆星
6568,5 顆星
26541,1 顆星
21881,1 顆星
12753,1 顆星
19320,5 顆星
5168,1 顆星
27853,1 顆星
27540,5 顆星
7144,1 顆星
7241,4 顆星
4849,1 顆星
0,5 顆星
30779,3 顆星
13017,4 顆星
8089,4 顆星
5327,3 顆星
24130,3 顆星
5456,1 顆星
25929,2 顆星
14903,2 顆星
28906,1 顆星
21897,4 顆星
8155,3 顆星
28158,5 顆星
22029,5 顆星
12072,5 顆星
21926,1 顆星
29989,1 顆星
14358,1 顆星
4468,2 顆星
19654,4 顆星
17416,1 顆星
26230,1 顆星
24521,1 顆星
18974,1 顆星
8125,4 顆星
20329,1 顆星
5679,4 顆星
19791,5 顆星
25572,1 顆星
3709,1 顆星
26281,5 顆星
303,2 顆星
21194,1 顆星
30878,5 顆星
1298,3 顆星
27662,1 顆星
15672,4 顆星
31464,1 顆星
9410,4 顆星
19927,5 顆星
28506,2 顆星
14277,1 顆星
13641,5 顆星
23777,4 顆星
2611,1 顆星
30850,5 顆星
26794,1 顆星
26331,3 顆星
9675,1 顆星
22062,1 顆星
4406,1 顆星
13451,3 顆星
25240,4 顆星
4402,1 顆星
5612,4 顆星
79,4 顆星
12875,2 顆星
10762,1 顆星
13185,4 顆星
23310,1 顆星
14486,1 顆星
16068,5 顆星
27977,1 顆星
4156,2 顆星
19350,2 顆星
10607,1 顆星
21010,5 顆星
14942,1 顆星
18479,1 顆星
18246,5 顆星
16864,5 顆星
29706,1 顆星
4299,1 顆星
13605,2 顆星
12175,1 顆星
20241,4 顆星
17649,1 顆星
19109,1 顆星
9420,5 顆星
31123,5 顆星
10548,4 顆星
16052,4 顆星
7423,5 顆星
3997,4 顆星
16941,1 顆星
20466,1 顆星
6588,5 顆星
27731,1 顆星
13677,1 顆星
24046,1 顆星
7563,1 顆星
5282,2 顆星
20480,1 顆星
2760,5 顆星
21015,1 顆星
30937,3 顆星
19640,2 顆星
25259,1 顆星
24102,5 顆星
19343,4 顆星
19502,5 顆星
27661,1 顆星
31093,1 顆星
19642,1 顆星
3488,2 顆星
27902,5 顆星
12488,1 顆星
27762,1 顆星
9380,2 顆星
7751,4 顆星
24468,5 顆星
2519,4 顆星
28948,2 顆星
23678,1 顆星
3354,1 顆星
24602,1 顆星
20965,3 顆星
1504,2 顆星
5198,3 顆星
1436,1 顆星
508,1 顆星
26726,3 顆星
9240,1 顆星
16769,1 顆星
4925,4 顆星
78,1 顆星
26267,5 顆星
11502,4 顆星
7019,5 顆星
5862,1 顆星
20818,3 顆星
12194,4 顆星
15734,2 顆星
28194,5 顆星
18724,4 顆星
752,3 顆星
7770,1 顆星
20168,5 顆星
6834,5 顆星
12233,1 顆星
1250,4 顆星
24663,1 顆星
28667,1 顆星
3939,5 顆星
14970,1 顆星
17622,1 顆星
28912,3 顆星
11107,1 顆星
19537,1 顆星
9328,5 顆星
7808,3 顆星
15025,1 顆星
7134,5 顆星
1381,5 顆星
17569,1 顆星
5557,3 顆星
22421,1 顆星
22988,4 顆星
28508,1 顆星
28859,1 顆星
23007,4 顆星
3219,4 顆星
18729,1 顆星
10809,2 顆星
1533,2 顆星
1911,1 顆星
3623,1 顆星
18519,3 顆星
28269,2 顆星
3902,3 顆星
3695,3 顆星
1432,2 顆星
26939,5 顆星
14880,3 顆星
4368,2 顆星
17607,4 顆星
1197,1 顆星
19009,1 顆星
1624,4 顆星
13922,1 顆星
7310,1 顆星
22436,1 顆星
24566,1 顆星
30632,1 顆星
22070,1 顆星
20598,2 顆星
2726,1 顆星
16387,5 顆星
2297,1 顆星
17363,1 顆星
4573,2 顆星
3011,4 顆星
18882,4 顆星
8859,1 顆星
26872,1 顆星
20221,1 顆星
26563,1 顆星
20103,5 顆星
22674,5 顆星
20090,2 顆星
16654,3 顆星
23871,1 顆星
28765,1 顆星
2805,2 顆星
22488,1 顆星
1928,1 顆星
31265,1 顆星
7169,3 顆星
27441,2 顆星
14446,2 顆星
9144,5 顆星
29509,1 顆星
12975,5 顆星
13317,1 顆星
13979,3 顆星
29384,5 顆星
26058,2 顆星
24048,5 顆星
31023,1 顆星
13348,1 顆星
2308,4 顆星
18742,1 顆星
30432,2 顆星
17369,5 顆星
13732,5 顆星
13903,1 顆星
14234,1 顆星
23620,2 顆星
15079,1 顆星
29616,1 顆星
17585,1 顆星
20665,1 顆星
27743,4 顆星
25142,1 顆星
16616,3 顆星
9539,3 顆星
14485,1 顆星
26810,5 顆星
18753,1 顆星
15175,1 顆星
13793,1 顆星
15476,1 顆星
27319,2 顆星
25821,5 顆星
3589,1 顆星
29591,3 顆星
13883,2 顆星
7854,1 顆星
6843,2 顆星
20465,3 顆星
2035,2 顆星
11587,5 顆星
22334,1 顆星
30831,3 顆星
2148,1 顆星
27136,1 顆星
3069,1 顆星
30495,3 顆星
30712,1 顆星
27188,2 顆星
28794,5 顆星
14055,1 顆星
9258,5 顆星
2775,1 顆星
11385,5 顆星
1598,1 顆星
11553,4 顆星
5393,2 顆星
18788,1 顆星
10802,1 顆星
17059,4 顆星
17015,3 顆星
29424,1 顆星
16112,5 顆星
27386,3 顆星
24307,1 顆星
11888,2 顆星
9842,5 顆星
26994,1 顆星
5699,5 顆星
13205,1 顆星
14760,1 顆星
20312,1 顆星
14818,1 顆星
14725,3 顆星
27406,3 顆星
29477,1 顆星
4548,2 顆星
12138,1 顆星
23234,1 顆星
13031,1 顆星
29728,5 顆星
17858,5 顆星
23307,2 顆星
3614,5 顆星
20936,1 顆星
24135,5 顆星
9388,1 顆星
18233,4 顆星
13913,1 顆星
19643,1 顆星
15828,1 顆星
13132,2 顆星
17089,4 顆星
9573,2 顆星
14449,5 顆星
9973,2 顆星
25475,1 顆星
4688,1 顆星
19169,1 顆星
28427,1 顆星
30394,4 顆星
21552,4 顆星
18309,3 顆星
7761,5 顆星
6000,2 顆星
28791,2 顆星
17474,1 顆星
11798,3 顆星
26218,1 顆星
2506,3 顆星
20001,1 顆星
2525,1 顆星
2314,1 顆星
5250,4 顆星
699,2 顆星
25710,1 顆星
14244,1 顆星
8462,5 顆星
4196,2 顆星
17628,2 顆星
1503,1 顆星
769,1 顆星
14615,1 顆星
18414,1 顆星
21319,1 顆星
10197,1 顆星
29763,1 顆星
24715,5 顆星
7247,2 顆星
25125,5 顆星
7484,4 顆星
3190,1 顆星
10466,5 顆星
8263,3 顆星
14978,1 顆星
8511,1 顆星
7602,3 顆星
16670,1 顆星
4916,1 顆星
28623,3 顆星
24981,3 顆星
24313,3 顆星
15939,1 顆星
12886,1 顆星
7593,2 顆星
30225,5 顆星
7894,1 顆星
24753,1 顆星
12586,3 顆星
8003,5 顆星
13239,1 顆星
27055,1 顆星
28313,4 顆星
26370,1 顆星
3196,1 顆星
12955,2 顆星
7838,4 顆星
1323,1 顆星
24425,1 顆星
29097,4 顆星
814,1 顆星
15929,1 顆星
31330,5 顆星
23503,1 顆星
11619,5 顆星
16725,5 顆星
25907,5 顆星
5602,3 顆星
17983,1 顆星
27343,1 顆星
11869,5 顆星
23607,1 顆星
9858,4 顆星
15729,1 顆星
26334,4 顆星
28452,1 顆星
21464,1 顆星
10606,5 顆星
9003,2 顆星
1530,1 顆星
20636,1 顆星
7369,5 顆星
18738,5 顆星
5182,1 顆星
429,5 顆星
5493,5 顆星
19275,5 顆星
22332,5 顆星
28533,5 顆星
9781,5 顆星
17922,5 顆星
26651,1 顆星
25968,1 顆星
11646,1 顆星
4813,1 顆星
2930,5 顆星
25616,1 顆星
9769,1 顆星
23251,1 顆星
21578,3 顆星
27110,5 顆星
23028,1 顆星
28954,3 顆星
24076,4 顆星
4772,1 顆星
15816,1 顆星
6831,3 顆星
27014,5 顆星
7547,3 顆星
27490,5 顆星
26612,1 顆星
27698,1 顆星
29881,1 顆星
4716,1 顆星
21782,1 顆星
16640,1 顆星
26827,4 顆星
7072,1 顆星
3521,5 顆星
7005,3 顆星
11305,5 顆星
28831,1 顆星
5789,5 顆星
25242,5 顆星
4375,1 顆星
3920,1 顆星
817,1 顆星
18514,2 顆星
18708,2 顆星
21838,1 顆星
16445,1 顆星
26741,5 顆星
6075,1 顆星
19662,1 顆星
30238,1 顆星
10145,2 顆星
13652,1 顆星
4366,3 顆星
21983,1 顆星
19419,5 顆星
27007,5 顆星
26510,1 顆星
630,1 顆星
29760,3 顆星
9499,1 顆星
6315,5 顆星
29170,1 顆星
27511,1 顆星
21669,4 顆星
9284,3 顆星
16210,5 顆星
30888,3 顆星
24172,1 顆星
2451,1 顆星
21312,1 顆星
14207,2 顆星
28636,1 顆星
18647,1 顆星
25905,5 顆星
15458,2 顆星
29678,1 顆星
13706,5 顆星
23109,1 顆星
20112,5 顆星
15606,1 顆星
20381,2 顆星
4149,5 顆星
2916,1 顆星
3000,1 顆星
14123,3 顆星
6460,4 顆星
21708,1 顆星
28097,5 顆星
27273,1 顆星
28955,1 顆星
4528,5 顆星
16624,1 顆星
5861,1 顆星
8375,1 顆星
27030,1 顆星
30713,2 顆星
24145,2 顆星
22897,3 顆星
8609,1 顆星
14370,1 顆星
16600,5 顆星
29018,1 顆星
13882,5 顆星
25559,1 顆星
31160,4 顆星
10457,4 顆星
10226,4 顆星
1224,5 顆星
26985,5 顆星
23954,1 顆星
5230,5 顆星
24851,4 顆星
7362,1 顆星
13467,1 顆星
22987,1 顆星
22000,1 顆星
21980,1 顆星
30177,5 顆星
7816,3 顆星
8315,3 顆星
16172,3 顆星
27887,1 顆星
7250,1 顆星
5326,1 顆星
24483,5 顆星
8710,1 顆星
27290,2 顆星
5116,3 顆星
1149,4 顆星
12801,5 顆星
17122,4 顆星
6519,5 顆星
15953,1 顆星
10578,4 顆星
19476,1 顆星
15152,2 顆星
7060,2 顆星
24603,1 顆星
12465,5 顆星
8409,1 顆星
24821,1 顆星
14996,5 顆星
26345,1 顆星
8366,1 顆星
26571,1 顆星
28902,4 顆星
13354,4 顆星
9098,1 顆星
27932,1 顆星
4249,2 顆星
6353,1 顆星
11420,5 顆星
29679,2 顆星
1569,1 顆星
25455,5 顆星
20500,1 顆星
20379,1 顆星
24580,1 顆星
5569,1 顆星
11017,1 顆星
22893,1 顆星
13313,3 顆星
30386,5 顆星
12414,3 顆星
8106,2 顆星
14385,1 顆星
27817,1 顆星
17232,1 顆星
18321,4 顆星
24980,2 顆星
28838,5 顆星
6213,1 顆星
14924,1 顆星
22350,2 顆星
1458,4 顆星
3280,2 顆星
17459,5 顆星
31343,5 顆星
27058,5 顆星
18044,1 顆星
28992,2 顆星
15657,1 顆星
1051,3 顆星
31365,1 顆星
2062,1 顆星
9942,1 顆星
2375,4 顆星
27139,1 顆星
1872,1 顆星
11020,1 顆星
8970,5 顆星
6667,4 顆星
19194,2 顆星
21484,1 顆星
29159,4 顆星
28866,2 顆星
25507,4 顆星
4795,3 顆星
11533,5 顆星
28580,1 顆星
27901,1 顆星
24252,1 顆星
18641,1 顆星
17548,2 顆星
24020,1 顆星
14057,1 顆星
30791,1 顆星
29427,5 顆星
24795,4 顆星
8344,4 顆星
19468,5 顆星
22573,1 顆星
6593,4 顆星
1031,1 顆星
18749,1 顆星
26663,1 顆星
8276,2 顆星
7631,4 顆星
1912,1 顆星
29780,1 顆星
22992,1 顆星
11714,2 顆星
23488,3 顆星
7992,1 顆星
6572,5 顆星
23342,1 顆星
4053,1 顆星
28740,3 顆星
19718,1 顆星
26556,1 顆星
20056,1 顆星
16854,1 顆星
4692,4 顆星
23686,4 顆星
21503,4 顆星
13157,4 顆星
21596,2 顆星
2553,5 顆星
1305,4 顆星
4471,1 顆星
26854,5 顆星
412,3 顆星
3699,1 顆星
18801,2 顆星
5854,1 顆星
3787,1 顆星
5027,1 顆星
10255,1 顆星
14679,4 顆星
28852,3 顆星
29461,1 顆星
8477,1 顆星
3743,4 顆星
6953,1 顆星
7170,5 顆星
2469,1 顆星
15764,3 顆星
15290,5 顆星
22611,1 顆星
6975,1 顆星
27834,1 顆星
12866,5 顆星
29011,1 顆星
27963,5 顆星
21804,4 顆星
2235,4 顆星
19703,1 顆星
19655,1 顆星
26530,1 顆星
18404,1 顆星
12739,5 顆星
1393,4 顆星
11535,3 顆星
799,1 顆星
23199,1 顆星
30970,1 顆星
30250,1 顆星
19370,3 顆星
24850,2 顆星
7200,1 顆星
5842,3 顆星
6926,1 顆星
26948,1 顆星
30004,5 顆星
10752,4 顆星
12330,1 顆星
25023,1 顆星
16467,2 顆星
4959,4 顆星
28441,1 顆星
9527,1 顆星
2097,1 顆星
16285,3 顆星
20419,1 顆星
8703,1 顆星
20557,4 顆星
1867,1 顆星
14048,1 顆星
16107,1 顆星
30710,2 顆星
19762,2 顆星
29278,3 顆星
13440,1 顆星
27920,4 顆星
9834,5 顆星
15443,1 顆星
8339,3 顆星
13443,1 顆星
10179,1 顆星
654,1 顆星
319,1 顆星
3148,2 顆星
19786,2 顆星
10206,1 顆星
28773,4 顆星
6324,4 顆星
25695,1 顆星
14218,2 顆星
3210,5 顆星
30179,4 顆星
5053,3 顆星
28364,1 顆星
6412,1 顆星
11070,4 顆星
11445,1 顆星
47,2 顆星
9618,1 顆星
14881,1 顆星
11653,5 顆星
25145,1 顆星
29871,1 顆星
19432,5 顆星
19767,1 顆星
26505,5 顆星
25112,3 顆星
14613,1 顆星
5997,2 顆星
24974,2 顆星
30064,1 顆星
28899,1 顆星
28554,1 顆星
16799,5 顆星
25278,5 顆星
18685,2 顆星
26723,1 顆星
15114,1 顆星
26484,1 顆星
8707,5 顆星
22253,1 顆星
746,4 顆星
21212,1 顆星
15775,4 顆星
21016,1 顆星
14158,5 顆星
28970,5 顆星
15991,1 顆星
17817,1 顆星
8669,2 顆星
20590,2 顆星
2333,4 顆星
22239,1 顆星
4338,1 顆星
23848,4 顆星
13392,5 顆星
3252,5 顆星
17380,1 顆星
15713,2 顆星
20395,5 顆星
28705,1 顆星
8863,1 顆星
7440,2 顆星
5285,5 顆星
21823,5 顆星
22786,1 顆星
6020,4 顆星
6999,1 顆星
26788,3 顆星
5098,3 顆星
22920,5 顆星
11347,5 顆星
23400,1 顆星
8177,5 顆星
12778,3 顆星
18406,1 顆星
18478,2 顆星
6586,5 顆星
4985,1 顆星
14892,1 顆星
14947,5 顆星
335,1 顆星
8218,1 顆星
2182,3 顆星
29065,1 顆星
11543,1 顆星
27656,4 顆星
5829,5 顆星
757,5 顆星
28578,4 顆星
5756,1 顆星
14210,5 顆星
8122,3 顆星
23311,1 顆星
17359,3 顆星
28104,5 顆星
22823,1 顆星
8321,1 顆星
26780,4 顆星
14006,5 顆星
8946,4 顆星
24195,2 顆星
30158,5 顆星
21054,3 顆星
26784,5 顆星
29941,5 顆星
24322,1 顆星
3466,5 顆星
1521,3 顆星
4957,1 顆星
13435,3 顆星
7037,5 顆星
15547,1 顆星
29611,4 顆星
2913,5 顆星
18348,1 顆星
27899,1 顆星
1179,1 顆星
28563,1 顆星
30566,3 顆星
24134,2 顆星
29934,5 顆星
16471,1 顆星
25552,5 顆星
10854,1 顆星
720,1 顆星
22531,5 顆星
7916,5 顆星
21260,4 顆星
31139,5 顆星
861,1 顆星
8480,5 顆星
12993,5 顆星
22933,1 顆星
19294,3 顆星
110,5 顆星
21386,1 顆星
16,4 顆星
3318,5 顆星
15298,1 顆星
17204,1 顆星
25008,2 顆星
20302,1 顆星
14260,5 顆星
10870,1 顆星
22247,5 顆星
22801,5 顆星
13810,1 顆星
14632,1 顆星
1490,1 顆星
19692,3 顆星
15180,1 顆星
24684,3 顆星
18612,1 顆星
4380,2 顆星
8407,3 顆星
1926,1 顆星
8962,4 顆星
18172,5 顆星
28544,1 顆星
10123,2 顆星
20448,1 顆星
26659,1 顆星
10560,1 顆星
15621,1 顆星
2661,1 顆星
19886,2 顆星
7714,3 顆星
9466,2 顆星
1899,5 顆星
26290,2 顆星
19783,5 顆星
9658,5 顆星
7717,5 顆星
3051,5 顆星
17249,1 顆星
14472,1 顆星
28721,1 顆星
23908,1 顆星
19220,1 顆星
551,4 顆星
25305,2 顆星
2424,1 顆星
23753,5 顆星
5641,1 顆星
4890,5 顆星
18808,5 顆星
13625,1 顆星
20788,5 顆星
13686,5 顆星
28978,5 顆星
19687,2 顆星
4518,1 顆星
12655,5 顆星
7726,3 顆星
15643,1 顆星
71,1 顆星
21133,1 顆星
11100,1 顆星
17097,1 顆星
15915,1 顆星
13365,5 顆星
27102,4 顆星
11021,1 顆星
14405,2 顆星
26843,1 顆星
2266,3 顆星
25711,1 顆星
17241,1 顆星
12359,4 顆星
22578,1 顆星
11519,5 顆星
16695,5 顆星
31136,1 顆星
29099,5 顆星
6120,1 顆星
11920,3 顆星
20414,4 顆星
17799,1 顆星
16300,5 顆星
9204,5 顆星
3698,2 顆星
8396,1 顆星
12850,5 顆星
837,2 顆星
26205,2 顆星
19012,5 顆星
25943,5 顆星
27510,1 顆星
2322,4 顆星
418,4 顆星
7865,5 顆星
9524,5 顆星
20966,4 顆星
215,1 顆星
8797,2 顆星
3066,1 顆星
19299,2 顆星
25754,4 顆星
16534,4 顆星
5452,1 顆星
19274,1 顆星
379,1 顆星
23904,3 顆星
17147,4 顆星
9498,1 顆星
21616,5 顆星
2856,5 顆星
25751,5 顆星
20919,1 顆星
25303,1 顆星
11050,4 顆星
3367,1 顆星
18860,1 顆星
14528,5 顆星
24847,1 顆星
9133,4 顆星
14384,5 顆星
28480,5 顆星
7899,1 顆星
25068,1 顆星
21185,3 顆星
25220,3 顆星
29508,1 顆星
23964,2 顆星
20459,4 顆星
25321,2 顆星
29652,1 顆星
23700,1 顆星
19653,4 顆星
20580,5 顆星
11205,1 顆星
2378,1 顆星
17751,1 顆星
28133,4 顆星
8049,2 顆星
17450,5 顆星
18799,3 顆星
30905,1 顆星
28349,1 顆星
22405,5 顆星
8250,1 顆星
8381,1 顆星
21222,5 顆星
23486,5 顆星
5794,5 顆星
2149,1 顆星
6023,1 顆星
14727,1 顆星
15818,1 顆星
451,1 顆星
2720,3 顆星
30702,2 顆星
9072,1 顆星
26997,1 顆星
15702,5 顆星
9132,4 顆星
5416,1 顆星
17104,1 顆星
15077,5 顆星
4331,2 顆星
15097,5 顆星
20843,5 顆星
3324,1 顆星
27839,4 顆星
12864,1 顆星
27257,5 顆星
14963,4 顆星
13229,1 顆星
6145,1 顆星
30029,1 顆星
4551,1 顆星
8105,1 顆星
6736,1 顆星
8631,1 顆星
1311,1 顆星
593,1 顆星
12570,1 顆星
4892,2 顆星
12577,4 顆星
3793,2 顆星
894,4 顆星
15868,2 顆星
9086,1 顆星
24651,5 顆星
29698,1 顆星
29017,2 顆星
2703,1 顆星
30003,1 顆星
15346,1 顆星
11349,2 顆星
11740,5 顆星
977,2 顆星
10148,1 顆星
5296,2 顆星
8853,3 顆星
12219,1 顆星
30327,5 顆星
15314,1 顆星
14395,5 顆星
13369,3 顆星
4190,2 顆星
30987,1 顆星
21088,1 顆星
852,5 顆星
1080,1 顆星
13372,1 顆星
21962,1 顆星
6074,1 顆星
6513,2 顆星
557,5 顆星
30429,2 顆星
10113,5 顆星
29129,1 顆星
7123,3 顆星
6995,4 顆星
3414,1 顆星
20569,1 顆星
8515,2 顆星
1289,5 顆星
24124,2 顆星
408,2 顆星
28227,1 顆星
18518,1 顆星
27712,5 顆星
29507,4 顆星
3888,2 顆星
15761,5 顆星
23664,1 顆星
5271,4 顆星
28401,5 顆星
11380,1 顆星
6564,5 顆星
3322,1 顆星
23483,4 顆星
17108,1 顆星
24393,1 顆星
29374,2 顆星
14505,1 顆星
29454,5 顆星
1819,3 顆星
20352,1 顆星
5957,1 顆星
4135,5 顆星
13320,1 顆星
1697,2 顆星
20539,5 顆星
19364,2 顆星
23122,1 顆星
10222,1 顆星
20969,5 顆星
247,3 顆星
26975,3 顆星
14792,5 顆星
13408,3 顆星
29835,1 顆星
17312,5 顆星
28371,5 顆星
20383,5 顆星
