index,pred,text
27529,1 顆星,更新後登錄更慢一直轉圈不然就連線失敗已經好一陣子都是這樣了
27460,1 顆星,刷卡消費沒有line即時消費通知不太方便
29966,5 顆星,將將！ 邀請你拿將來銀行好禮！ ★我的邀請碼：uee
3741,1 顆星,我用其他銀行轉帳進國泰。為何沒有戶名
22772,5 顆星,你們的app在眾多銀行app裡面算是很不錯的各項業務的說明還有利率標示期限和預估金額都很清楚繼續加油！
14719,1 顆星,除了閃退還是閃退
20498,1 顆星,razer phone 無法開啟 他是那種應用程式無法打開的白屏卡住 就沒了
6850,5 顆星,方便快速又可信任
30808,1 顆星,指紋登入一直跳出“登入逾時
13178,5 顆星,系統人性化使用起來非常便利快速真的很好用
4242,5 顆星,讚啊！
11206,1 顆星,無法更新又開不起app到底要怎麼繼續用啊？了一個字
30532,1 顆星,pi錢包使用很麻煩又沒有電子發票不能用個小工具嗎
31044,1 顆星,webe找不到檔案 根本不能用
8614,1 顆星,一直顯示更新卻無法更新
24743,1 顆星,卡在永遠載入中登不進去的朋友們不要再重開app或重開機了試試重裝app吧~對這種強迫更新然後還要重新安裝app才能用的app仍感到心累。換機、換平台等種種試錯真的浪費使用者很多時間。此外這多天來既已有那多災情發生了為何不先關掉強迫更新的功能讓其他使用者前仆後繼入坑....覺讓更多使用者享受無限循環載入中的視覺盛宴比處裡帳務重要嗎？也同意樓下一則評論自家廣告太多ux體驗不佳完美具備讓人火速處裡完帳務後馬上登出關掉的效果。
6674,5 顆星,好用
9259,5 顆星,操作簡單方便又直覺
4638,5 顆星,開心好好用好方便
31065,1 顆星,沒用過這麼爛的程式
20330,1 顆星,本來每次帳戶異動或刷卡完都會有通知掉錢的聲音這次更新完之後通知掉錢聲音又沒了到底是為什麼每次更新完我都會有這個情形重新下載也沒用
2874,5 顆星,快捷順暢
10980,1 顆星,叫我要更新更新的下載點呢？？ 爛！！
10848,1 顆星,系統提示說要更新憑證但更新了還是一直提示要更新系統無法正常使用啊 我换了两只手机都是这个问题
1707,5 顆星,koko app比較好用 這設計的有夠廢
18958,1 顆星,出了兩千三百萬個app怎麼沒有想過變成一個就好？sny不能查簡單的信用卡明細銀行+不能看回饋rich家不能做純信用卡以外的事情重點是其他銀行能在網路上做的事沒有一個app做得到所以我到底要下載app幹嘛？綁定line通知跟裡面的按鈕就已經比任何一個app好用了是不是要查一下負責開發app的部門拿多少回扣啊？ 喔回來編輯一下差點忘了找大家麻煩的行動保鏢害大家都不能用的罪魁禍首這個才是該先走入歷史的東西好嗎？ 喔我又忘了app部門可能是專門洗錢挪帳拿回扣的單位了。
29779,5 顆星,好用又簡易
11612,5 顆星,好用
1072,1 顆星,線上開戶已經上傳了證件資料也填了一堆驗證碼快要結束結果說系統有問題又要重新填寫我剛剛填的那些是要讓我浪費時間嗎……明明都沒有填錯就在最後的關頭一個系統有問題全部都要重來。
24873,1 顆星,舊版可以免卡提款給果更新後說我沒有金融卡無法使用該功能
4765,5 顆星,很方便
4427,1 顆星,查詢卡費難用到爆it是米蟲還是沒用過網銀吧完全沒有使用者體驗經驗參考玉山的好嗎？爛爆
14816,1 顆星,真的是爛到不能再爛app所有銀行的app你們的最難用每次設定好指紋辨識後登入幾次又跳掉整天都在手動登入設定指紋辨識如果app的開發人員不夠強可不可以換一個人來啊！
4881,5 顆星,方便迅速
31164,1 顆星,介面超難用不用又不行好慘。 這app真爛果然沒人才。被罵也不痛不癢好厲害
16370,5 顆星,方便、安全
21200,1 顆星,申請個網銀頁面設定很爛 管別人要不要用個人個資設密碼？
30340,1 顆星,存入容易轉出難 (無關金額)
4101,1 顆星,又登不進去 一定要挑我很急的時候出包嗎
24070,1 顆星,怎麼都不能動
17498,1 顆星,更新一直鬼打牆……現在大家都是同樣的問題打電話給專人服務是不用錢嗎！
17478,1 顆星,刪除重裝--才能登入無限循環
7851,1 顆星,為何無法更新也無法重新下載別的app都可
15184,1 顆星,現在我點不進去
4666,5 顆星,操作方便
14063,5 顆星,很棒
19387,5 顆星,使用方便安全
9359,5 顆星,使用直觀方便容易上手
25795,1 顆星,美金定存的利率為什麼每次官股銀行已經升多天了你們都要天後才慢慢跟上？
696,4 顆星,希望需要更新時可以跳出更新的按鍵不用到app store尋找
981,1 顆星,根本打不開連續三天忙線 是要多忙？？？
24170,1 顆星,更新一個下午都還沒更新完成要急著轉帳都無法使用！
19745,1 顆星,今天系統一直不能連上伺服器怎麼了？很怕信用卡資料出問題
7604,1 顆星,這次的app大改版後使用起來超級lag變得超級難用連登入都等老半天的很爛！
420,1 顆星,客服等半小時還是等不到 通話費照算 花了我一堆錢 智能客服像智障
27227,1 顆星,改版之後我連轉帳都不能用 說要升級otp結果驗證成功後 回到app說交易失敗 試了好幾次都一樣 再來我連提款卡都無法使用 試過家不同的提款機 都顯示代碼錯誤 一開始我以為是提款機出問題 結果現在無法提款 錢在裡面也無法使用 乾脆以後都不要使用好了
12267,5 顆星,good
28774,5 顆星,簡易方便操作
28824,5 顆星,服務還不錯會主動聯繫喔
7887,5 顆星,簡單好用
24389,1 顆星,更新後 沒辦法看定存的張數 只有總額
3285,5 顆星,一直以來用的都很順手
29650,1 顆星,沒遇到什麼問題
30811,1 顆星,怎麼樣都查詢不到交易紀錄這app到底是要設計給誰用的？
19765,5 顆星,雖方便但沒有自己帳戶的選項還要找帳號及手動輸入需改善
21610,5 顆星,實用
31027,1 顆星,網速很慢
7926,1 顆星,支存明細查詢在新版被告知無存款帳戶什麼鬼在舊版還可以看到
12970,5 顆星,快速 便利
21301,5 顆星,用戶
5604,5 顆星,超讚
11731,5 顆星,很好用
16714,5 顆星,好用呀！！！
20559,1 顆星,最近在我沒有使用app下每天都會跳出應用程式導致cpu過載需要關閉的訊息。 我先移除app待問題解決後再考慮使用。
6581,1 顆星,一直驗證錯誤很討厭
13909,1 顆星,不好用
25260,1 顆星,原本是我心中第一名的銀行app更新之後最便捷的預覽功能不見了版面並沒有更好看而且各項功能不若之前人性化要找半天用起來很不順手。請問之前的版本這麼好用是有人反應不好才要改版嗎？不然的話能否考慮回到之前的設計我會願意重新給五顆星……
1941,1 顆星,超爛老是出錯不能使用捨不得花錢搞資訊安全嗎？
2806,1 顆星,辨識人臉永遠都有錯誤 後面甚至當機無法辨識多給一顆星是因為我浪費了半小時算你厲害
7841,1 顆星,更新後的版本不好用可以回到之前的舊版本嗎？謝謝
13581,1 顆星,麻煩 常常強迫更新
13674,1 顆星,要使用taiwan pay時就出現強迫更新訊息然後更新到就停住了連要付款也不行可以不要在客戶要使用時強迫更新app嗎？
21701,1 顆星,繳了十多次信用卡沒有實際成功過只有畫面成功。但實際數字並沒有扣掉。 建議有合庫信用卡的朋友可以準備折一折卡了回饋超摳繳款麻煩網銀品質又不穩基本上可以準備下去。 後來出現的就是扣繳成功但總共扣除三次這也還是沒有顯示信用卡繳款成功很容易造成誤會。 現在下一個問題是溢繳的信用卡款項不清楚也不知道申訴程序為何奉勸各位消費者能不碰這間信用卡就不要碰。回饋上限非常少有一堆延伸問題。
2657,1 顆星,"無法啟用app,按照設定要求的寫代號不管變多少不一樣的代號全無效。"
20343,1 顆星,越更新越爛查個帳戶往來明細跑超久換其他銀行app就很正常。玉山以前服務體驗是很不錯的這兩年…真是慘不忍睹
20431,5 顆星,好
19837,5 顆星,ok完美啦!!
23803,1 顆星,所有查詢期限~個月太短了分行推廣股証卷業務無提供股存簿整理機又要跨縣市到指定分行整理瞎說手續費折不便民太爛了。
27515,1 顆星,一直顯示網路回傳錯誤。 明明網路也是好的下載重裝也也一樣。
8590,5 顆星,ok
30949,1 顆星,老人的介面難用
25787,1 顆星,更新完一直連線異常 麻煩維修一下 謝謝
11709,5 顆星,收付款速度很快
25600,5 顆星,操作方便直覺容易使用整合貸款信用卡等帳務
764,5 顆星,好用方便
13287,5 顆星,操作簡單
13772,1 顆星,不能下載爛爛。
6530,1 顆星,服務連線速度稍慢整體介面字體偏小。
2602,5 顆星,操作簡單
15517,1 顆星,一直閃退！重新安裝也一樣！ 看來要衝去銀行了順便去罵人消消氣！
21117,5 顆星,超方便的app
8458,1 顆星,我的手機是oppo reno x app畫面一直顯示要我立即更新點選後連結到google play卻沒有更新訊息手機重啟沒用將app刪掉重裝也是一樣！
23359,1 顆星,大哥 我要付房貸了！沒法進入 app 我該怎麼辦呀！
16255,5 顆星,約轉帳戶轉帳毋須再次輸入密碼超方便！
30938,1 顆星,一直登入不了
22903,1 顆星,指紋辨識登入開啟也沒用還常常一直轉圈圈
26050,5 顆星,方便快速
18017,5 顆星,方便
4272,5 顆星,終於可以用了app要再加油給星還有進步的空間
10739,1 顆星,打開就一直要我更新 可是明明就更新了 還是無法使用
31171,1 顆星,暈倒的更新。無法轉帳了？
17615,1 顆星,更新後一直要更新不能使用
21519,1 顆星,更新完後突然無法圖形辨識變得要一般登入銀行的一般登入要記得使用者名稱和密碼真的是一大障礙(t＿t) 要轉帳卻顯示無綁定成功根本不知道是綁定什麼更新前都不會這樣的
30077,5 顆星,hi～點選我的連結成功開樂天帳戶＋登入樂天網銀app你就能拿元現金!而且現在開立樂天帳戶還有機會參加活儲.及一年期的.高利定存活動一起月存越有錢 (推薦序號： tazv)
2738,1 顆星,為什麼只能wifi才能下載更新
10790,1 顆星,更新完後打開app還是跟我說富邦行動銀行憑證已更新要我前往更新我就已經更新好了啊現在無法登入app了好爛。
14936,1 顆星,真的很不好用簡訊遲遲未發送
18733,1 顆星,換手機後無法登入說要有憑證打客服申請到app 申請補發密碼居然跳出來‘缺少憑證’那我打客服幹嘛？
14701,1 顆星,超難用！遇到問題打給客服到現在也沒處理好...整個使用體驗超差要不是公司跟這間配合根本不想辦元大face with rolling eyes
4449,5 顆星,快速方便好用
4755,1 顆星,無法自動更新?? 需解安裝重新下載昏
7373,5 顆星,好
22539,1 顆星,根本登不進去已經個禮拜有了吧還不能解決嗎？
14847,1 顆星,一直維修不能用
4745,5 顆星,簡易迅速
23097,1 顆星,更新後很多功能用不到 根本不需要將銀行雜七雜八統整 我只有信用卡 只想看信用卡資訊啊 想查詢目前消費未列帳的反而看不到
11900,5 顆星,使用順暢方便。
10085,5 顆星,操作方便
27882,5 顆星,非常好用支付系統。
4369,5 顆星,讚
31081,1 顆星,更新之後台灣pay一直打不開 一直出現系統忙碌的訊息...
17029,5 顆星,超方便
10689,1 顆星,已經是最新版本還一直要求更新無法登入
14933,1 顆星,app一直在更新太難用了該建議公司薪資戶不要在元大
26201,1 顆星,無卡取款qrcode太暗了 無法掃描到
25038,1 顆星,改版介面 變的好難用 配色以前的比較清楚
19221,5 顆星,功能完善的行動銀行軟體而且交易安全的機制也是相當有水準
27138,5 顆星,改版好用
14949,1 顆星,一直無法登錄輸入帳號密碼欄根本無法打字
25979,1 顆星,為什麼只支援 flygo 和 gogo 這  張信用卡。不是同一家公司的嗎？為什麼硬要分個 app。如果是單純信用卡客戶的話裝richart left 沒話講。問題是開了 richart 帳戶後你信用卡為什麼只支援這  張。
9161,5 顆星,好用
15171,1 顆星,垃圾程式不更新讀取到死都不給登入 我急用就該死
12598,5 顆星,不錯穩定多了
24885,1 顆星,不喜歡新版介面一直改來改去很煩我只需要一個乾淨簡單的網銀app
9611,1 顆星,富邦有內鬼 剛辦網銀不到天居然我在睡覺就有人可以用我網銀登入太誇張了通報金管會。
12976,5 顆星,"對比其他網銀,優質"
26045,5 顆星,之前因為黑狗卡的數位銀行利率優惠才來辦的辦了之後每個月條件門檻都在提升！（真的是每個月條件提高超快） 但條件我也盡量在滿足但現在竟然改成逼用戶一定要投資基金或存外幣！？ 投資和外幣應該是用戶自己依照需要而去做的而不是拿黑狗卡的利率一直逼用戶越來越難達成！ 自從這樣之後就再也不用你們的卡了朋友要辦我也都逆推。
25107,1 顆星,這個app到底怎麼回事..... 要上傳財力證明無法拍照 現在金融卡要開卡輸入卡號完全沒有反應 又要綁app開卡！！！
29153,5 顆星,good
28221,1 顆星,我的華碩 zekl android . 手機無法指紋登入但其他銀行可指紋登入及通知聲變更後app 會自行回復為系統預設聲請儘速修正、改善......
18021,5 顆星,很便利本人很喜歡
30652,5 顆星,操作介面清楚簡單
5248,1 顆星,更新完最新版本之後帳戶餘額有時候一直顯示很讓人困擾
3088,1 顆星,能不能降低我的利率利息？
9590,5 顆星,親切有禮服務特優
25436,5 顆星,非常適合小資族儲蓄投資
18977,5 顆星,界面清楚使用方便
8793,1 顆星,我要繳信用卡費今天到期一直叫我app更新網路問題更新很久都沒完成！明天有循環利息怎麼辦！
15549,1 顆星,最近再安卓系統上不知道是閃退還是打不開 重新安裝了也是一樣...... 到底是什麼問題呢？
2796,5 顆星,很棒的銀行
6877,5 顆星,方便方便
16634,5 顆星,介面簡單易懂也好操作
11689,1 顆星,最低只能一星沒辦法~半個星都不想給~功能性超級爛~參考一下別人家好用的app有那麼困難嗎？做不到還是不想做？
5286,1 顆星,轉帳還要用到動態密碼機那用手機是在哈囉嗎？哪裡來的工程師家裡蹲大學畢業的嗎？
8226,3 顆星,您好 請問要如何切回舊板介面 忽然改介面對老人太不友善了t.t
6081,5 顆星,快速方便
21002,1 顆星,本次更新之後被退出資料也無法再設定綁定。每次都需要重新輸入帳密。無法轉帳也嘗試重新設定綁定但都直接跳出［查無資料］。強制更新後造成很大困擾
3097,5 顆星,方便
26297,1 顆星,"時常都在更新而且是強制的真的蠻爛的 更新轉了老半天完全沒有進度,,每天進去還是轉轉轉要我們更新可以但是否把app用好一點爛到無言"
26860,5 顆星,good
205,1 顆星,程式一直閃退更新到最新版本也一樣每天都要刪除再重新下載請問？？現在連開都開不起來解除安裝再下載一樣都不行 ~~請問是不能使用了嗎 還是沒改進真的很糟糕ㄟ閃退閃退快瘋了真的很爛的app
30050,5 顆星,今天已修復android邀請碼輸入問題已順利完成開戶程序網銀最重要的就是資通訊能力希望未來可以再加油！
28727,1 顆星,完全無法進入登入頁面更新後情況一樣！只能夠過line裡面去點選進入line bank那我下載這個幹嘛== 而且每次都要重新輸入登入帳號無法直接用指紋辨識 超麻煩
3764,5 顆星,方便快速beaming face with smiling eyes
23707,1 顆星,更新沒有比較好不更新不行嗎？要不是錢在銀行裏誰要這款app?
16460,1 顆星,"永豐簽帳卡限制一堆,本來固定刷卡的國外購買維他命的網站,忽然不能刷了!去電詢問回說是警示網站,之後每次要刷卡要先去電請客服開啟同意刷卡消費的功能!!!那我之前刷了都沒事是怎麼回事? 這天刷國內消費也不行,去電詢問,說是簽帳卡系統出了問題,哈囉???? 知道你家客服電話有夠難打嗎,每次打都要等超過分鐘才有人接聽!我每次光是為了刷卡的事要去電就快氣死了! 爛到爆的系統,我要果斷換卡了!!!!"
26149,1 顆星,"我換手機(舊機壞不能更新app與進入), 然後在新手機上被要求得從舊手機app登入然後才能做裝置轉換設定跟使用？？？ 別家只需要寄個手機驗證碼來確認填入即可 就你們還創造什麼還去atm客服做設定  這個邏輯設定可噓了"
4470,5 顆星,非常方便的使用系統
4455,5 顆星,方便實用的設計
4609,1 顆星,垃圾
12279,5 顆星,不錯
3981,1 顆星,進不去難怪別人也不爽
20333,5 顆星,非常好
27523,1 顆星,系統強制要我更新但是更新一直轉圈圈大公司也不多花錢將app設計好是嫌客戶太多了嗎？
18798,5 顆星,這次不得不說華南有進步了新版的不用再綁第二個保鑣app就可轉帳！！之前舊版的只要換過手機就勢必要到銀行的電腦做保鏢app設定跟要去臨櫃綁設定沒什麼兩樣很擾民！但是不設定app又不能轉帳... 自從換過手機後我就沒去銀行改保鏢app設定在沒改設定的情況下剛剛試轉了一下竟然轉帳成功了！！ 難得留言給你們鼓勵一下～
22205,5 顆星,好
9060,1 顆星,一直要我更新才能轉帳問題是你們app根本不能更新爛。
1306,5 顆星,快速方便
21451,1 顆星,秒數都數完了簡訊驗證碼都還沒收到
18471,1 顆星,擷取螢幕的功能怎麼取消了？非常不便民！
30426,5 顆星,使用上非常容易好上手
2873,5 顆星,方便快速讚啦
24344,1 顆星,強迫更新 而且是巨大的mb 不然無法轉帳 非常不便 非常不推薦
29528,1 顆星,視訊功能文字客服完全沒反應。
21442,1 顆星,為什麼今天貴行一直都無法登入呢?試了登入別家銀行都ok所以並不是網路或手機的問題
16659,5 顆星,讚
20061,1 顆星,沒什麼可說的就是挺好用的而已
7833,5 顆星,"home bank app真的是我用過所有銀行中最簡單 反應最快速 功能最齊全的, 而且功能越來越完善 真的很感謝中信團隊的努力 讓我可以在手掌中處理財務, 你們辛苦了 真的很棒"
11690,1 顆星,"一顆星都不值有夠爛的app,登入一直卡在那裡無限循環爛東西"
1183,5 顆星,第一次使用如此可繳款 還不知那麼簡單方便 謝謝
30922,1 顆星,系統怪怪登入後無法查詢
9229,5 顆星,快速方便好用。
29286,1 顆星,永遠顯示連線有風險暫不開放服務一整個月刪了又裝都馬上閃退根本不能開戶客服與理專一問三不知極度不推薦本銀行可能是詐騙吧
18700,1 顆星,根本不能使用只會顯示手機非處於安全狀態建議使用原廠系統問題一直不解決別家銀行都沒問題就你們家毛最多打電話問客服一問三不知請他反應也沒下文給一顆星都嫌多爛死了！
26639,1 顆星,爛爆。
28567,5 顆星,my husband
29042,5 顆星,實用
12852,5 顆星,haihao
11523,5 顆星,網路銀行app來說算是很穩定且功能蠻強大的。 請繼續維持下去。
8456,1 顆星,一直跳出更新畫面 阿就已經重新更新了還要我更新 系統是怎樣啦
30683,1 顆星,更新不了
26062,5 顆星,介面很好使用方便~
10938,1 顆星,"更新app就死了,爛爆"
25998,5 顆星,好用
12438,3 顆星,已經知道有人就是會入侵我的網銀雖然密碼沒被變更但這是隱私的問題。
106,1 顆星,規定限制一堆讓人受不了完全沒有再使用的動機
5099,5 顆星,有進步
1755,1 顆星,賬戶明細裡面的截圖功能不能隱藏存款餘額誰設計的？根本沒有用心垃圾app
20594,1 顆星,這版app會一直耗損手機資源出現告警
16689,1 顆星,最近常當機
10271,1 顆星,今天突然跳出要更新但到google play 並未有新版然後開啟後又跳出要更新永遠無法開啟很糟糕
16579,5 顆星,行動密碼有多點保障
27407,5 顆星,信用卡還要另一個app
9711,5 顆星,使用方便
18591,1 顆星,客服永遠打不通
6876,5 顆星,方便
19784,5 顆星,好用
29530,5 顆星,我的邀請碼：auw ★ 你可獲得-新戶好禮  n點 -活儲年利率最高享 . -刷卡不限消費通路最高享  回饋
16147,5 顆星,實用方便
29769,5 顆星,輸入推薦碼jspmu可以獲得元喔
14817,1 顆星,當一直當
18195,5 顆星,介面使用流暢。
549,1 顆星,手機作業系統更新至android 之後開啟程式時會一直閃退請儘快修正！
19120,1 顆星,在銀行抽號的界面非常不方便還在用傳統網頁式在那邊東躲西藏點好久才找到快到號、過號也不提醒結果要到現場還要再抽號這樣還設網路抽號的目的是什麼？
6297,5 顆星,好用
13586,1 顆星,網銀非約定轉帳被強迫一定要下載這app才能開通還得設立跟網銀不同的另一組密碼親洽臨櫃也無法處理既然要綁架強迫衝app使用率我就不客氣的給一星
21106,1 顆星,昨天更新後就是只會閃退前面版本用的好好的我只是要查餘額跟轉帳家人你給我新奇功能都是多的為何要強制更新？efingo剛推出時也不用強制啊這次強行到底要搞誰啦！最後跑去登網頁版好啊都刪除省空間爛爛爛爛爛爛爛
18790,1 顆星,三星as原廠狀態未破解開app強制關閉只寫錯誤rdg
30763,1 顆星,真的很難用什麼年代還沒有指紋登入要改個快速登入只會跳一堆匪夷所思的訊息系統流程真的規劃的很爛加油好嘛 喔你app點進去有個快速登入異動的選項 變更圖形密碼；使用轉指紋登入；取消快速登入不論我點哪個選項都是要我重新申請請問要如何重新申請所以我才說你們系統設計的很爛跳出那alert視窗後就直接連結到重新申請的部分不就好了還要找半天所以我說那個重新申請在？？？？？？？？？？？
6596,5 顆星,好用
27714,5 顆星,好用
29392,1 顆星,仲信 旗下子公司 不推。
5697,5 顆星,good
28675,1 顆星,為什麼要驗證的時侯都收不到驗證碼 是要怎麼登入
30737,1 顆星,app才剛登入就一直出現登入逾時的訊息無法做任何操作。。。
16733,1 顆星,登入感應指紋不好用其他ok
29767,5 顆星,很乾淨簡約的app設計回饋很多。
29141,5 顆星,good
9392,5 顆星,簡單明瞭
3794,5 顆星,越來越好用
30993,5 顆星,好用方便安全可靠。
27166,5 顆星,新的app很美你們很棒。 這邊交易明細有bug 自訂日期的時候若先輸入結束日期程式會直接閃退。如先起始日期再結束日期才能正常使用。希望你們幫忙改成兩種都能用謝謝
3197,1 顆星,睡覺時間收到扣款通知點進去卻不能看明細是扣什麼。只有買賣外幣還蠻容易其他功能都很難用。
4128,1 顆星,交易日和帳務日居然不同日太離譜了吧？
29031,5 顆星,加油
21612,1 顆星,更新完為何不能使用使用oppo手機就不是手機嗎？歧視oppo手機嗎？
12854,5 顆星,簡捷好用！
10824,1 顆星,今天一直無法使用一直說要更新更新後也無法使用一直轉圈
4234,1 顆星,一直轉圈圈無法更新face with steam from nose
8598,1 顆星,爛死了 介面越改越難用
28985,1 顆星,完全無法註冊從早上到晚上都無法註冊打電話也沒人接什麼都沒有什麼都不行用
22727,1 顆星,更新後完全無法開啟app 越更新越爛！
21982,1 顆星,一直跳出合庫logo用台灣pay會擋住條碼 -更新- 回覆提供一個無效連結就代表誠意了
10315,1 顆星,登入要我更新問題沒有新版可以更新啊
9302,5 顆星,很好
7087,5 顆星,很為客戶處理問題也會對客戶答覆應對相當好
2089,1 顆星,拜託讓用戶選擇使用舊系統或新系統嗎嗎？在沒有詢問本人同意下。直接更改新的cube系統。造成不便到現在都還無法使用。爛透了！
26,5 顆星,沒用過喔
4875,5 顆星,好用
15195,5 顆星,簡便快速很好使用
27674,1 顆星,您好的保鏢動不動就出現異常 根本無法轉帳
18651,1 顆星,目前我自己舊版可登入的手機 用新版時出現 叫我使用原廠手機版本 錯誤代碼rdg的字樣 不讓我進入畫面 並自動關閉app 目前轉帳還是用舊版的 新版有解決的方法嗎？
14619,1 顆星,一陣子沒用突然發現無法使用了一點開直接關掉。使用的是pixel  pro已經更新為最新版本
5254,5 顆星,操作介面直覺人性化
28890,1 顆星,超級難用 一被鎖要一直打電話打電話 真的不通人性 浪費最多電話費在這家銀行 客服也不願意回撥 建議官方可以改進 .增加留下手機回覆 如果等幾分鐘沒人接 可以留下電話回撥 .增加客服信箱也好方便 不然真的一直打給同仁 造成彼此困擾 自己也很尷尬 要一直重撥又要麻煩到他們
14748,1 顆星,今天更新完app 被華為手機認為是 詐騙應用程式 這到底是？？？
25245,5 顆星,nice
14836,1 顆星,爛死了已經重新申請密碼也全部照key 還說密碼錯誤當人家白癡啊？ 爛系統
15564,1 顆星,更新後確無法開啟使用目前又重新解除再安裝有兩三次了都還是無法使用
10696,1 顆星,"android系統突然無法登入富邦銀行app,會一直顯示要求更新憑證但是沒有任何的憑證可以更新"
16980,5 顆星,很棒好用安全
14316,1 顆星,轉帳不能截圖爛
28501,5 顆星,加油
17068,5 顆星,服務快速
14846,1 顆星,登錄後就卡住了
87,5 顆星,還不錯用
28886,1 顆星,原花旗用戶說簡單註冊四步驟 連第一個步驟都跑不完一直叫我去星展銀行等級註冊 app到底是便民還是擾民
17460,5 顆星,方便實用不必老跑銀行
26407,1 顆星,無法安裝更新裝了好幾天都失敗試過刪除google play暫存檔和快取等資料了也重開機了都沒用有急用卻因為無法更新整個進不去
27438,1 顆星,最近一直閃退根本登入不了
15086,1 顆星,我使用的手機是三星note無法開啟app
20191,5 顆星,像玉山一樣的情深義重！ 值得做為一輩子的靠山。
30874,1 顆星,圖形密碼超容易忘記結果每個服務的圖形密碼優先權都在指紋之前…太過時了吧… 還不如用帳號密碼登入 = =
8992,1 顆星,爛透了。 無法登錄。 一直要求更新。 也無法更新。 乾脆刪掉重新下載。 妙了。 居然連下載都不行了。 不是卡在連線中。 不然就是卡在輕觸螢幕以繼續。 結果怎麼觸也不會動。 只有取消鍵是正常的。 爛東西
7261,5 顆星,很實用的
1088,5 顆星,有進步
13236,5 顆星,查詢未補摺明細很方便
17395,1 顆星,下載卻不能使用
31168,1 顆星,這版更新後網銀完全不能用一點網路銀行的icon就出現錯誤webe
26413,5 顆星,"很棒且有feel,使用順遂、很讚!"
19329,5 顆星,good
14204,1 顆星,難用的app 密碼今日重新申請又被鎖碼 沒有atm可以設定網路密碼 還要請假跑銀行重設 直接刪除難用的app
6886,1 顆星,最爛的app 按一個步驟要等秒以上 用到快中風
10276,1 顆星,打開app畫面顯示憑證已更新叫我去更新 但是沒有需要更新的地方啊 搞什麼東西
16667,5 顆星,l day cc cc junk to
10403,1 顆星,唉~就已經更新完怎麼還進不去呢？？？可以給我答案嗎
11597,5 顆星,讚
20708,1 顆星,無緣無故突然出現sc沒root也沒裝框架等產品天前正常天內沒安裝任何東西也會錯誤？程式爛還是管太多？
588,5 顆星,服務人員很讚
18171,5 顆星,操作介面使用方便運行速度快。
12176,5 顆星,excellent
15525,1 顆星,原本可用 變閃退
5865,1 顆星,可以不要登入成功才叫人更新嗎？更新完還要再登入一次真的感覺很討厭。開軟體時就可以先要求更新了至少其他家銀行都是這樣。
6202,5 顆星,非常好
18063,1 顆星,干擾太多
9848,1 顆星,我要看信用卡帳單明細都不能看輸入生日身份號碼都沒有用
11491,5 顆星,na
15544,1 顆星,系統一直閃退 卸除重載還是一樣 去分行問也不給個解決方式！誰能告訴我怎麼處理阿？
17168,5 顆星,方便
14002,5 顆星,讚喔
8283,1 顆星,一直顯示請更新本來以為可以不用帶信用卡提款現在在外面沒現金到處找有指靜脈的提款機。
16116,5 顆星,讚
29522,5 顆星,app設計超讚！卡片也超好看的！而且輸入邀請碼還有額外優惠：rzzwz！！
13627,1 顆星,網路打上帳密都對可登入用行動電話登入都顯示錯誤不知道問題出在那也。
18896,1 顆星,給華南鼓勵一下我從舊版app的超難用舊版面用起(後來有更新版面)也不過年左右華南的app有很大的進步雖然還是有缺點但可以感覺有積極在優化app和聽取客戶的意見。我用新版app目前沒遇到問題。有一個讚是客服部分有網路電話不用點一堆號碼一層一層選擇直接接到真人客服客服忙碌也可以一直掛著等不會浪費電話費客服很也nice目前我很滿意smiling face with smiling eyes
29917,5 顆星,hpqa 邀請碼
28959,1 顆星,一顆星都不想給真的很爛電子app系統註冊一直鬼打牆人在國外還沒有免費客服電話線上客服沒有正確回覆問題
15357,1 顆星,"之前使用上都沒問題. 但最近只有這個app無法正常用指紋登入. 會有這個錯誤訊息-指紋資料驗證異常, 請至裝置設定重新開啟指紋功能 試過刪除所有指紋重新設定~都一樣結果~只有第一銀行的app不能使用...nokia x g"
21933,1 顆星,在通知頁面上.無法設定入帳通知.
8723,5 顆星,還不錯用
17594,1 顆星,為何更新版就完全無法登入一直要求重新更新或行動版請協助
24421,1 顆星,本來無卡提款用的好好今天要用突然叫我臨櫃重新申請開通設備...是有什麼毛病沒通知無預警我就現在急著要用錢要領錢現在國定假日叫人怎麼辦?貴行搞這是哪一招...完全不懂..嫌客戶太多可以明講不要用改版之名行整人之實謝謝。
12948,5 顆星,介面很一目瞭然
11078,1 顆星,沒事可以不要亂更新嗎？難道不知道有時候沒更新沒事更新了之後反而出事嗎？一直要安裝憑證直接刪除重新安裝也還是要安裝憑證是哪裡有問題？
25328,1 顆星,基金購買及變更部份以往透過指紋辨識即可認證。改版之後指紋辨識認證卻無法使用了。變成基金任何變更都要重新手動輸入密碼...才能確認非常麻煩以更新至最新版本仍然無法改善這情況。
10862,1 顆星,app一直要人家按更新再開啟然後一直在這兩個畫面無限來回什麼動作都沒繼續。真的很無言。
28714,1 顆星,可以用的其他郵局帳號可以先列在一開始的地方嗎 辦到一辦才發現不能用要全部重來 密碼打對還被鎖到底登入是打哪種密碼 開戶都還沒開完就要解鎖太可笑了 請至少把我的身分證跟健保卡資料吐回來
26373,1 顆星,"一直無法登入更新後亦同 曾經是非常方便的app,不知道為何最近連登入都有問題可以趕快改進嗎？"
